Invoice #,Invoice date,Payer,Referral #,Materials,Labor,Subtotal,Sales Tax,Gross Sales
452-5120041,2025-10-16,PEMCO,082931,544.07,130.2,674.27,42.44,716.71
452-5119228,2025-10-16,GEICO,596268,622.67,624,1246.67,48.57,1295.24
452-5119219,2025-10-16,Cash Job,,0,80,80,0,80
452-5119211,2025-10-16,AMERICAN FAMILY,080102,460.73,111,571.73,35.94,607.67
452-5119048,2025-10-16,PROGRESSIVE,078553,588.75,198.4,787.15,45.92,833.07
452-5118624,2025-10-16,TOGGLE,076847,462.06,469.65,931.71,36.04,967.75
452-5117503,2025-10-16,STATE FARM,046772,583.84,587.4,1171.24,45.54,1216.78
452-5109417,2025-10-16,STATE FARM,851834,527.59,486.4,1013.99,41.15,1055.14
452-5104854,2025-10-16,PROGRESSIVE,826750,895.08,601.7,1496.78,69.82,1566.6
452-5104818,2025-10-16,PROGRESSIVE,826357,1632.24,679.3,2311.54,127.32,2438.86
452-5123488,2025-10-17,HORACE MANN ,121531,370.15,444.5,814.65,28.87,843.52
452-5121638,2025-10-17,Cash Job,,136.69,103.31,240,0,240
452-5121605,2025-10-17,SAFECO,100453,450.94,424.5,875.44,35.18,910.62
452-5121576,2025-10-17,PROGRESSIVE,098226,788.9,1435.59,2224.49,61.54,2286.03
452-5120699,2025-10-17,ALLSTATE,094265,295.97,112,407.97,23.09,431.06
452-5120572,2025-10-17,STATE FARM,084783,563.94,179.4,743.34,43.98,787.32
452-5109724,2025-10-17,GEICO,883416,576.34,168,744.34,44.96,789.3
1091-5126035,2025-10-19,AUTO GLASS 2020 LLC,,0,800,800,0,800
452-5125361,2025-10-19,AMERICAN FAMILY,879424,451.46,114.7,566.16,35.21,601.37
452-5125339,2025-10-19,Cash Job,,0,80,80,0,80
452-5125333,2025-10-19,GEICO,135739,665.63,403,1068.63,51.92,1120.55
452-5124982,2025-10-19,AMERICAN FAMILY,135188,451.2,486.9,938.1,35.19,973.29
452-5124863,2025-10-19,Cash Job,,73.76,366.24,440,0,440
452-5124820,2025-10-19,Country Financial ,134546,483.03,497,980.03,37.68,1017.71
452-5124381,2025-10-19,ALLSTATE,129260,188.94,87.5,276.44,14.74,291.18
452-5124194,2025-10-19,GEICO,114008,468.71,448,916.71,36.56,953.27
452-5123813,2025-10-19,PROGRESSIVE,125630,579.3,779.97,1359.27,45.2,1404.47
452-5123568,2025-10-19,Cash Job,,184.31,315.69,500,0,500
452-5123523,2025-10-19,Cash Job,,76.45,208.55,285,0,285
452-5123515,2025-10-19,Cash Job,,172,207,379,0,379
452-5123450,2025-10-19,Cash Job,,240.24,419.76,660,0,660
452-5123014,2025-10-19,Cash Job,,43.95,221.05,265,0,265
452-5122214,2025-10-19,GEICO,754961,333,416,749,25.98,774.98
452-5121880,2025-10-19,Cash Job,,0,150,150,0,150
452-5118240,2025-10-19,Cash Job,,130.37,168.63,299,0,299
452-5109089,2025-10-19,Cash Job,,186.17,98.83,285,0,285
452-5100367,2025-10-19,Cash Job,,0,200,200,0,200
452-5094042,2025-10-19,BRISTOL WEST,487692,459.28,966.14,1425.42,35.82,1461.24
452-5059751,2025-10-19,STATE FARM,371396,887.53,1391.4,2278.93,69.22,2348.15
452-5127408,2025-10-20,Cash Job,,63.44,211.56,275,0,275
452-5127338,2025-10-20,Cash Job,,158.41,181.59,340,0,340
452-5125802,2025-10-20,CONNECT BY AM FAM,143617,280.14,118.4,398.54,21.85,420.39
452-5124963,2025-10-20,STATE FARM,126004,583.84,587.4,1171.24,45.54,1216.78
452-5121867,2025-10-20,GEICO,107030,282.21,379,661.21,22.02,683.23
452-5131651,2025-10-21,SAFECO,111465,364.85,115.5,480.35,28.46,508.81
452-5131220,2025-10-21,GEICO,189843,307.54,112,419.54,23.99,443.53
452-5131009,2025-10-21,GEICO,145986,618.21,440,1058.21,48.21,1106.42
452-5130435,2025-10-21,Cash Job,,193.7,116.3,310,0,310
452-5130397,2025-10-21,GEICO,110670,219.22,156,375.22,17.1,392.32
452-5129616,2025-10-21,STATE FARM,191074,361.85,138,499.85,28.22,528.07
452-5129613,2025-10-21,STATE FARM,190244,337.08,161,498.08,26.28,524.36
452-5129609,2025-10-21,Cash Job,,151.48,133.52,285,0,285
452-5129606,2025-10-21,Cash Job,,64,211,275,0,275
452-5129596,2025-10-21,Cash Job,,255.99,143.01,399,0,399
452-5129150,2025-10-21,STATE FARM,185948,310.2,399.2,709.4,24.19,733.59
452-5129110,2025-10-21,Cash Job,,54,191,245,0,245
452-5129093,2025-10-21,Farm bureau,144993,760.34,203,963.34,59.3,1022.64
452-5127477,2025-10-21,Cash Job,,260,300,560,0,560
452-5124973,2025-10-21,STATE FARM,134246,668.21,527.8,1196.01,52.12,1248.13
452-4673821,2025-10-21,PROGRESSIVE,369311,872.32,252,1124.32,68.04,1192.36
452-5133858,2025-10-22,Cash Job,,163.2,149.07,312.27,12.73,325
452-5133632,2025-10-22,USAA,186750,212.32,152,364.32,16.56,380.88
452-5133444,2025-10-22,PROGRESSIVE,220646,1050.37,621.58,1671.95,81.93,1753.88
452-5132511,2025-10-22,STATE FARM,214860,720.02,445.2,1165.22,56.17,1221.39
452-5132312,2025-10-22,Cash Job,,240.24,406.02,646.26,18.74,665
452-5132294,2025-10-22,STATE FARM,213469,546.78,417.6,964.38,42.64,1007.02
452-5132286,2025-10-22,CERTAINLY ,203891,286.08,381,667.08,22.32,689.4
452-5131002,2025-10-22,GEICO,204978,282.21,379,661.21,22.02,683.23
452-5130513,2025-10-22,Cash Job,,63.56,211.48,275.04,4.96,280
452-5130412,2025-10-22,GEICO,190700,475.21,108,583.21,37.07,620.28
452-5127321,2025-10-22,Cash Job,,388.68,186.32,575,0,575
452-5138178,2025-10-23,BRANCH,25ATAZ398756959,786.45,438.14,1224.59,61.34,1285.93
452-5135655,2025-10-23,STATE FARM,246952,303.88,174.79,478.67,23.7,502.37
452-5135626,2025-10-23,Cash Job,,192.22,122.79,315.01,14.99,330
452-5135488,2025-10-23,Country Financial ,244656,287.96,126,413.96,22.46,436.42
452-5135214,2025-10-23,GEICO,754666,516.52,432,948.52,40.29,988.81
452-5134743,2025-10-23,USAA,220025,680.51,424,1104.51,53.08,1157.59
452-5134721,2025-10-23,PROGRESSIVE,209828,752.63,1329.42,2082.05,58.71,2140.76
452-5134702,2025-10-23,PROGRESSIVE,236553,431.73,217.01,648.74,33.67,682.41
452-5134654,2025-10-23,Cash Job,,112.37,223.87,336.24,8.76,345
452-5134494,2025-10-23,Cash Job,,110,276.42,386.42,8.58,395
452-5133781,2025-10-23,AUTO OWNERS ,229220,858.02,250,1108.02,66.92,1174.94
452-5133477,2025-10-23,STATE FARM,190983,622.51,271.4,893.91,48.56,942.47
452-5131127,2025-10-23,Cash Job,,431.29,434.07,865.36,33.64,899
452-5129572,2025-10-23,PROGRESSIVE,150037,777.9,604.6,1382.5,60.68,1443.18
452-5120599,2025-10-23,PROGRESSIVE,095798,866.15,639.24,1505.39,67.56,1572.95
452-5114613,2025-10-23,Cash Job,,617.61,372.39,990,0,990
452-5080688,2025-10-23,GEICO,567407,587.75,850,1437.75,45.84,1483.59
452-5140518,2025-10-24,GEICO,288138,0,60,60,0,60
452-5140113,2025-10-24,Cash Job,,96,181.51,277.51,7.49,285
452-5139371,2025-10-24,Cash Job,,45.84,185.58,231.42,3.58,235
452-5138598,2025-10-24,Cash Job,,169.62,392.15,561.77,13.23,575
452-5137728,2025-10-24,Cash Job,,0,75,75,0,75
452-5137450,2025-10-24,Cash Job,,148.16,263.28,411.44,11.56,423
452-5137214,2025-10-24,Cash Job,,46.88,209.46,256.34,3.66,260
452-5133650,2025-10-24,LIBERTY MUTUAL,050920,339.53,122.5,462.03,26.49,488.52
452-5131305,2025-10-24,ALLSTATE,201264,318.21,80.5,398.71,24.82,423.53
452-4842974,2025-10-24,USAA,763163,1548.65,292,1840.65,120.79,1961.44
452-5141378,2025-10-26,GEICO,297267,557.64,415,972.64,43.51,1016.15
452-5141073,2025-10-26,PROGRESSIVE,295168,936.03,1767.52,2703.55,73.02,2776.57
452-5141005,2025-10-26,Cash Job,,0,80,80,0,80
452-5140988,2025-10-26,GEICO,293999,482.54,432,914.54,37.64,952.18
452-5140908,2025-10-26,Cash Job,,292.16,335.05,627.21,22.79,650
452-5140750,2025-10-26,Cash Job,,81.17,237.5,318.67,6.33,325
452-5140486,2025-10-26,USAA,285475,454.5,460,914.5,35.45,949.95
452-5140363,2025-10-26,NATIONAL GENERAL INSURANCE,280323,470.9,442.5,913.4,36.74,950.14
452-5139874,2025-10-26,STATE FARM,283103,317.76,165.6,483.36,24.78,508.14
452-5139673,2025-10-26,Cash Job,,202.32,380.9,583.22,15.78,599
452-5139509,2025-10-26,Cash Job,,75,201.15,276.15,5.85,282
452-5139376,2025-10-26,Cash Job,,110.44,179.95,290.39,8.61,299
452-5138361,2025-10-26,Cash Job,,83.87,208.59,292.46,6.54,299
452-5134634,2025-10-26,Cash Job,,62.32,222.82,285.14,4.86,290
452-5133445,2025-10-26,USAA,187175,541.72,472,1013.72,42.26,1055.98
1091-5144040,2025-10-27,AUTO GLASS 2020 LLC,,0,800,800,0,800
452-5143611,2025-10-27,Cash Job,,138,376.24,514.24,10.76,525
452-5142304,2025-10-27,Cash Job,,92,185.82,277.82,7.18,285
452-5142300,2025-10-27,GEICO,303479,1085.42,776,1861.42,84.66,1946.08
452-5142282,2025-10-27,PROGRESSIVE,308246,496.57,642.2,1138.77,38.73,1177.5
452-5141970,2025-10-27,Cash Job,,62,182.16,244.16,4.84,249
452-5141967,2025-10-27,Cash Job,,182.13,328.66,510.79,14.21,525
452-5141964,2025-10-27,Cash Job,,97,394.43,491.43,7.57,499
452-5141962,2025-10-27,Cash Job,,34.08,201.26,235.34,2.66,238
452-5140520,2025-10-27,Cash Job,,133.01,145.62,278.63,10.37,289
452-5140169,2025-10-27,Cash Job,,168.82,118.01,286.83,13.17,300
452-5139600,2025-10-27,GEICO,271782,330.44,164,494.44,25.77,520.21
452-5139384,2025-10-27,Cash Job,,36.88,215.24,252.12,2.88,255
452-5134695,2025-10-27,PROGRESSIVE,234176,241.35,161.2,402.55,18.83,421.38
452-5134685,2025-10-27,PROGRESSIVE,233939,549.45,241.8,791.25,42.85,834.1
452-5088284,2025-10-27,Cash Job,,129.59,495.41,625,0,625
452-5146592,2025-10-28,Cash Job,,55,225.71,280.71,4.29,285
452-5145754,2025-10-28,USAA,298168,165.75,152,317.75,12.93,330.68
452-5145748,2025-10-28,USAA,306386,569.56,634,1203.56,44.43,1247.99
452-5145731,2025-10-28,AMERICAN FAMILY,289779,233.48,162.8,396.28,18.21,414.49
452-5145233,2025-10-28,Cash Job,,84.22,204.21,288.43,6.57,295
452-5145160,2025-10-28,Cash Job,,150.43,182.84,333.27,11.73,345
452-5145132,2025-10-28,Cash Job,,127.38,357.69,485.07,9.93,495
452-5142287,2025-10-28,Cash Job,,127.92,262.1,390.02,9.98,400
452-5140347,2025-10-28,Cash Job,,192.6,142.38,334.98,15.02,350
452-5148851,2025-10-29,Cash Job,,116.88,444,560.88,9.12,570
452-5148849,2025-10-29,GEICO,281890,209.73,176,385.73,16.36,402.09
452-5148848,2025-10-29,GEICO,374894,0,60,60,0,60
452-5148847,2025-10-29,GEICO,569873,229.79,140,369.79,17.92,387.71
452-5148216,2025-10-29,TRAVELERS,364017,558.5,450.25,1008.75,43.57,1052.32
452-5147303,2025-10-29,AAA,307001,547.61,608.5,1156.11,42.71,1198.82
452-5146857,2025-10-29,PROGRESSIVE,346035,869.25,456,1325.25,67.81,1393.06
452-5146812,2025-10-29,Cash Job,,208.82,99.89,308.71,16.29,325
452-5145813,2025-10-29,PROGRESSIVE,347636,462.78,399,861.78,36.1,897.88
452-5145806,2025-10-29,CONNECT BY AM FAM,465740,500.25,159.1,659.35,39.03,698.38
452-5145798,2025-10-29,GEICO,296999,672.83,411,1083.83,52.49,1136.32
452-5145432,2025-10-29,GEICO,306498,481.15,399,880.15,37.53,917.68
452-5145398,2025-10-29,GEICO,306495,549.76,248,797.76,42.88,840.64
452-5145303,2025-10-29,Cash Job,,0,200,200,0,200
452-5141971,2025-10-29,STATE FARM,296558,541.28,124.2,665.48,42.22,707.7
452-5152784,2025-10-30,Cash Job,,46.88,238.12,285,0,285
452-5152758,2025-10-30,ALLSTATE,403997,721.15,426,1147.15,56.26,1203.41
452-5152740,2025-10-30,PROGRESSIVE,405974,767.96,109.08,877.04,59.91,936.95
452-5152717,2025-10-30,USAA,706611,618.68,108,726.68,48.25,774.93
452-5151695,2025-10-30,Cash Job,,38.96,223,261.96,3.04,265
452-5151689,2025-10-30,Cash Job,,42.88,218.78,261.66,3.34,265
452-5151476,2025-10-30,Cash Job,,70,324.54,394.54,5.46,400
452-5151403,2025-10-30,Cash Job,,152.64,430.45,583.09,11.91,595
452-5151384,2025-10-30,Cash Job,,96,171.51,267.51,7.49,275
452-5150876,2025-10-30,STATE FARM,388723,680.44,596.6,1277.04,53.07,1330.11
452-5150832,2025-10-30,Cash Job,,285.8,326.91,612.71,22.29,635
452-5150796,2025-10-30,PROGRESSIVE,387919,742.12,649.48,1391.6,57.89,1449.49
452-5150778,2025-10-30,SAFECO,359044,466.7,108.5,575.2,36.4,611.6
452-5147380,2025-10-30,Cash Job,,41,405.8,446.8,3.2,450
452-5147167,2025-10-30,ALLSTATE,245709,562.33,461.5,1023.83,43.86,1067.69
452-5145811,2025-10-30,STATE FARM,328937,900.33,482,1382.33,70.23,1452.56
452-5145275,2025-10-30,GEICO,341893,411.13,208,619.13,32.08,651.21
452-5145216,2025-10-30,Cash Job,,65.31,199.6,264.91,5.09,270
452-5143697,2025-10-30,Cash Job,,46.57,199.8,246.37,3.63,250
452-5141007,2025-10-30,USAA,294205,569.56,634,1203.56,44.43,1247.99
452-5135700,2025-10-30,STATE FARM,242988,857.11,142.6,999.71,66.85,1066.56
452-5155253,2025-10-31,GEICO,398424,558.18,432,990.18,43.55,1033.73
452-5154597,2025-10-31,Cash Job,,73.24,256.05,329.29,5.71,335
452-5154596,2025-10-31,Cash Job,,53.68,217.13,270.81,4.19,275
452-5154594,2025-10-31,Cash Job,,186.7,448.74,635.44,14.56,650
452-5153988,2025-10-31,STATE FARM,415973,353.59,184,537.59,27.58,565.17
452-5153948,2025-10-31,Cash Job,,82.76,199.78,282.54,6.46,289
452-5153937,2025-10-31,FARMERS,398940,274.73,147.68,422.41,21.43,443.84
452-5153929,2025-10-31,STATE FARM,416867,323.62,105.8,429.42,25.24,454.66
452-5153837,2025-10-31,STATE FARM,416969,944.47,289.8,1234.27,73.67,1307.94
452-5150043,2025-10-31,STATE FARM,386766,308.52,156.4,464.92,24.06,488.98
452-5146924,2025-10-31,Cash Job,,0,225,225,0,225
452-5141384,2025-10-31,PROGRESSIVE,138446,668.12,168,836.12,52.11,888.23
452-5157519,2025-11-01,ARI,,0,754.22,754.22,0,754.22
452-5154592,2025-11-01,USAA,419162,318.36,424,742.36,24.83,767.19
452-5154590,2025-11-01,ALLSTATE,411744,338.4,433.5,771.9,26.4,798.3
452-5102439,2025-11-01,AMERICAN FAMILY,798888,880.23,472.1,1352.33,68.66,1420.99
452-5157474,2025-11-02,Cash Job,,117.21,158.65,275.86,9.14,285
452-5157146,2025-11-02,Cash Job,,44.24,202.31,246.55,3.45,250
452-5157144,2025-11-02,Cash Job,,132,452.7,584.7,10.3,595
452-5157140,2025-11-02,Cash Job,,233.33,388.47,621.8,18.2,640
452-5157135,2025-11-02,PROGRESSIVE,429951,604.95,471,1075.95,47.19,1123.14
452-5155490,2025-11-02,Cash Job,,132.03,142.67,274.7,10.3,285
452-5154632,2025-11-02,Cash Job,,192.22,122.79,315.01,14.99,330
452-5153968,2025-11-02,Cash Job,,209.57,119.08,328.65,16.35,345
452-5148303,2025-11-02,PROGRESSIVE,367191,282.86,100,382.86,22.07,404.93
452-5161034,2025-11-03,Cash Job,,49.03,97.15,146.18,3.82,150
452-5159304,2025-11-03,Cash Job,,77.08,211.91,288.99,6.01,295
452-5159146,2025-11-03,USAA,475021,417.27,440,857.27,32.55,889.82
452-5159060,2025-11-03,PROGRESSIVE,458366,660.79,162.16,822.95,51.54,874.49
452-5159008,2025-11-03,Cash Job,,55.44,225.24,280.68,4.32,285
452-5157988,2025-11-03,Cash Job,,171.69,354.92,526.61,13.39,540
452-5157985,2025-11-03,Cash Job,,172,459.58,631.58,13.42,645
452-5157981,2025-11-03,Cash Job,,44.73,226.78,271.51,3.49,275
452-5157979,2025-11-03,Cash Job,,109.91,166.52,276.43,8.57,285
452-5157974,2025-11-03,USAA,373623,217.66,124,341.66,16.98,358.64
452-5157131,2025-11-03,GEICO,395107,329.67,448,777.67,25.71,803.38
452-5148392,2025-11-03,MANITOBA,76159775,1232.2,579.51,1811.71,96.12,1907.83
452-5140762,2025-11-03,PROGRESSIVE,292608,572.81,684,1256.81,44.68,1301.49
452-5100411,2025-11-03,ALASKA NATIONAL,1000136100,2015.75,755,2770.75,0,2770.75
452-5162243,2025-11-04,Cash Job,,71.55,177.87,249.42,5.58,255
452-5161445,2025-11-04,Cash Job,,86.67,251.57,338.24,6.76,345
452-5161440,2025-11-04,Cash Job,,123,417.41,540.41,9.59,550
452-5161427,2025-11-04,AMERICAN FAMILY,484862,651.79,509.1,1160.89,50.84,1211.73
452-5161416,2025-11-04,PROGRESSIVE,483962,960.26,191.07,1151.33,74.91,1226.24
452-5161409,2025-11-04,Cash Job,,192.22,142.79,335.01,14.99,350
452-5161403,2025-11-04,Cash Job,,47.04,224.29,271.33,3.67,275
452-5161392,2025-11-04,STATE FARM,473496,559.46,142.6,702.06,43.64,745.7
452-5161385,2025-11-04,STATE FARM,473769,377.59,472.6,850.19,29.45,879.64
452-5159101,2025-11-04,PROGRESSIVE,455450,549.43,132,681.43,42.86,724.29
452-5157983,2025-11-04,Cash Job,,38.4,223.6,262,3,265
452-5157148,2025-11-04,Common Wealth,caz 0070101,776.2,276,1052.2,60.55,1112.75
452-5153756,2025-11-04,Cash Job,,55,220.71,275.71,4.29,280
452-5167068,2025-11-05,PROGRESSIVE,506004,369.84,82.67,452.51,28.85,481.36
452-5166052,2025-11-05,Cash Job,,62,218.16,280.16,4.84,285
452-5165897,2025-11-05,STATE FARM,535489,237.39,105.8,343.19,18.51,361.7
452-5165584,2025-11-05,Cash Job,,49.75,221.37,271.12,3.88,275
452-5165226,2025-11-05,TESLA,CL-81-93AW4P-1,1347.25,1300,2647.25,105.09,2752.34
452-5164660,2025-11-05,GEICO,522081,477.41,383,860.41,37.24,897.65
452-5164073,2025-11-05,Cash Job,,78.75,240.11,318.86,6.14,325
452-5163435,2025-11-05,PROGRESSIVE,486167,361.67,116,477.67,28.21,505.88
452-5163206,2025-11-05,USAA,435863,267.58,108,375.58,20.87,396.45
452-5162203,2025-11-05,PROGRESSIVE,257213,797.62,1315.35,2112.97,62.22,2175.19
452-5149503,2025-11-05,GEICO,363036,385.33,116,501.33,30.05,531.38
452-5105405,2025-11-05,SAFECO,838428,1397.53,143.5,1541.03,109.01,1650.04
452-5169429,2025-11-06,SAFECO,440224,311.64,140,451.64,24.31,475.95
452-5168930,2025-11-06,Cash Job,,317.6,126.63,444.23,24.77,469
452-5168793,2025-11-06,PROGRESSIVE,560276,506.19,432,938.19,39.48,977.67
452-5168761,2025-11-06,Cash Job,,134,440.55,574.55,10.45,585
452-5168731,2025-11-06,Cash Job,,109,147.5,256.5,8.5,265
452-5168717,2025-11-06,Cash Job,,90.81,227.11,317.92,7.08,325
452-5168234,2025-11-06,Cash Job,,0,75,75,0,75
452-5168176,2025-11-06,Cash Job,,314.42,221.06,535.48,24.52,560
452-5168173,2025-11-06,Cash Job,,89,229.06,318.06,6.94,325
452-5168170,2025-11-06,AMERICAN FAMILY,541241,318.45,129.5,447.95,24.84,472.79
452-5167310,2025-11-06,STATE FARM,540395,544.91,142.6,687.51,42.5,730.01
452-5166497,2025-11-06,PROGRESSIVE,533506,477.03,124,601.03,37.21,638.24
452-5164153,2025-11-06,Cash Job,,65,224.93,289.93,5.07,295
452-5109015,2025-11-06,Cash Job,,234.53,300.47,535,0,535
452-5055766,2025-11-06,GEICO,338815,2670.58,520,3190.58,208.31,3398.89
452-5171593,2025-11-07,Cash Job,,60.93,184.32,245.25,4.75,250
452-5171373,2025-11-07,STATE FARM,582087,624.56,276,900.56,48.71,949.27
452-5171172,2025-11-07,Cash Job,,215.83,192.34,408.17,16.83,425
452-5171025,2025-11-07,Cash Job,,150.72,187.52,338.24,11.76,350
452-5170960,2025-11-07,Cash Job,,115,161.03,276.03,8.97,285
452-5170951,2025-11-07,Cash Job,,56,264.63,320.63,4.37,325
452-5170507,2025-11-07,STATE FARM,574383,588.37,151.79,740.16,45.89,786.05
452-5170391,2025-11-07,STATE FARM,571818,492.03,440.6,932.63,38.37,971
452-5170331,2025-11-07,GEICO,539726,418.92,471,889.92,32.68,922.6
452-5169841,2025-11-07,LIBERTY MUTUAL,565166,379.39,94.5,473.89,29.59,503.48
452-5169759,2025-11-07,Cash Job,,99.11,318.16,417.27,7.73,425
452-5169717,2025-11-07,Common Wealth,CAZ0070114,442.74,283,725.74,34.54,760.28
452-5169644,2025-11-07,PROGRESSIVE,548583,283.81,199.49,483.3,22.14,505.44
452-5169381,2025-11-07,Esurance,539001,398.05,922.5,1320.55,31.05,1351.6
452-5168431,2025-11-07,USAA,206394,612.06,208,820.06,47.74,867.8
452-5123045,2025-11-07,STATE FARM,370494,870,850,1720,0,1720
452-5173561,2025-11-09,STATE FARM,598753,341.44,151.8,493.24,26.63,519.87
452-5173399,2025-11-09,PROGRESSIVE,601148,554.36,624.69,1179.05,43.24,1222.29
452-5173378,2025-11-09,GEICO,601845,482.54,432,914.54,37.64,952.18
452-5173368,2025-11-09,Cash Job,,60.93,229.32,290.25,4.75,295
452-5173362,2025-11-09,STATE FARM,601440,811.78,399.2,1210.98,63.31,1274.29
452-5173356,2025-11-09,GEICO,414451,567.91,407,974.91,44.3,1019.21
452-5173167,2025-11-09,PROGRESSIVE,597287,316.77,383,699.77,24.71,724.48
452-5173162,2025-11-09,Cash Job,,113.57,572.57,686.14,8.86,695
452-5173161,2025-11-09,GEICO,589688,450.17,407,857.17,35.12,892.29
452-5173160,2025-11-09,GEICO,594262,446.92,140,586.92,34.86,621.78
452-5174938,2025-11-10,Cash Job,,442.58,172.9,615.48,34.52,650
452-5174925,2025-11-10,Cash Job,,217.61,90.41,308.02,16.98,325
452-5174878,2025-11-10,GEICO,603364,597.79,440,1037.79,46.63,1084.42
452-5173960,2025-11-10,ALLSTATE,613451,104.78,91,195.78,8.17,203.95
452-5173958,2025-11-10,Cash Job,,116.9,198.98,315.88,9.12,325
452-5173955,2025-11-10,STATE FARM,605913,433.48,463.4,896.88,33.8,930.68
452-5173951,2025-11-10,Cash Job,,0,80,80,0,80
452-5178413,2025-11-11,Cash Job,,60,220.32,280.32,4.68,285
452-5178227,2025-11-11,Cash Job,,100,467.2,567.2,7.8,575
452-5178202,2025-11-11,GEICO,646997,680.54,431,1111.54,53.09,1164.63
452-5178117,2025-11-11,AMERICAN FAMILY,603375,356.51,451.7,808.21,27.8,836.01
452-5176811,2025-11-11,Cash Job,,54,226.79,280.79,4.21,285
452-5176792,2025-11-11,Chubb,644512,1255.71,1021,2276.71,97.95,2374.66
452-5175562,2025-11-11,ALLSTATE,626917,633.4,101.5,734.9,49.4,784.3
452-5175477,2025-11-11,Cash Job,,168,463.9,631.9,13.1,645
452-5175404,2025-11-11,GEICO,600814,606.73,419,1025.73,47.33,1073.06
452-5175307,2025-11-11,USAA,590607,503.15,428,931.15,39.24,970.39
452-5175251,2025-11-11,Cash Job,,145.34,268.32,413.66,11.34,425
452-5174613,2025-11-11,GEICO,598692,411.44,132,543.44,32.09,575.53
452-5173952,2025-11-11,LEMONADE,602596,577.42,239.4,816.82,45.04,861.86
452-5166306,2025-11-11,Cash Job,,0,100,100,0,100
452-5162950,2025-11-11,TESLA,CL-69-922GMK-2,1118,1300,2418,87.2,2505.2
1091-5181008,2025-11-12,AUTO GLASS 2020 LLC,,0,800,800,0,800
452-5180886,2025-11-12,Cash Job,,135.15,389.31,524.46,10.54,535
452-5180883,2025-11-12,Cash Job,,102.43,234.58,337.01,7.99,345
452-5180314,2025-11-12,STATE FARM,676166,452.15,403.79,855.94,35.26,891.2
452-5179831,2025-11-12,Cash Job,,41,350.8,391.8,3.2,395
452-5179819,2025-11-12,GEICO,660165,385.41,124.68,510.09,30.06,540.15
452-5179682,2025-11-12,Cash Job,,114,202.11,316.11,8.89,325
452-5179549,2025-11-12,Cash Job,,49.75,221.37,271.12,3.88,275
452-5179163,2025-11-12,Cash Job,,0,225,225,0,225
452-5179115,2025-11-12,Common Wealth,CAZ-0070349,417.08,108.5,525.58,32.54,558.12
452-5178642,2025-11-12,PROGRESSIVE,656020,618.33,108,726.33,48.23,774.56
452-5177027,2025-11-12,PROGRESSIVE,478054,489.15,116,605.15,38.15,643.3
452-5139844,2025-11-12,ALLSTATE,106511,699.97,440,1139.97,54.59,1194.56
452-5185206,2025-11-13,Cash Job,,132,387.7,519.7,10.3,530
452-5184536,2025-11-13,Cash Job,,74.09,270.13,344.22,5.78,350
452-5183872,2025-11-13,GEICO,661764,310.06,112,422.06,24.18,446.24
452-5182369,2025-11-13,SAFECO,673275,2826.58,470.5,3297.08,220.48,3517.56
452-5181465,2025-11-13,PROGRESSIVE,685712,621.46,538.46,1159.92,48.48,1208.4
452-5181361,2025-11-13,Cash Job,,71.6,157.82,229.42,5.58,235
452-5181318,2025-11-13,STATE FARM,685794,437.77,408.4,846.17,34.14,880.31
452-5180322,2025-11-13,STATE FARM,647652,612.15,413,1025.15,47.74,1072.89
452-5176844,2025-11-13,STATE FARM,645409,613.79,413,1026.79,47.88,1074.67
452-5175349,2025-11-13,STATE FARM,630884,977.99,518.6,1496.59,76.29,1572.88
452-5161021,2025-11-13,ALLSTATE,397938,840.18,115.5,955.68,65.54,1021.22
452-5187014,2025-11-14,Cash Job,,102.22,199.81,302.03,7.97,310
452-5186127,2025-11-14,Cash Job,,147.22,436.3,583.52,11.48,595
452-5186024,2025-11-14,PROGRESSIVE,718753,962.56,961.49,1924.05,75.08,1999.13
452-5186021,2025-11-14,STATE FARM,714028,225.06,110.4,335.46,17.55,353.01
452-5186018,2025-11-14,PROGRESSIVE,701023,501.59,128,629.59,39.12,668.71
